STAID, SOUID,    DATE,   TN, Q_TN
   274,   921,18920606,   86,    0
   274,   921,18920607,  115,    0
   274,   921,18920608,   78,    0
   274,   921,18920609,  106,    0
   274,   921,18920610,  106,    0
   274,   921,18920611,  119,    0
   274,   921,18920612,   86,    0
   274,   921,18920613,   39,    0
   274,   921,18920614,   31,    0
   274,   921,18920615,   14,    0
   274,   921,18920616,   83,    0
   274,   921,18920617,   51,    0
   274,   921,18920618,   38,    0
   274,   921,18920619,   76,    0
   274,   921,18920620,   56,    0
   274,   921,18920621,   78,    0
   274,   921,18920622,  125,    0
   274,   921,18920623,   91,    0
   274,   921,18920624,   79,    0
   274,   921,18920625,  111,    0
   274,   921,18920626,  115,    0
   274,   921,18920627,  158,    0
   274,   921,18920628,  136,    0
   274,   921,18920629,  112,    0
   274,   921,18920630,   46,    0
   274,   921,18920701,   81,    0
   274,   921,18920702,  128,    0
   274,   921,18920703,  118,    0
   274,   921,18920704,  141,    0
   274,   921,18920705,   95,    0
   274,   921,18920706,  104,    0
   274,   921,18920707,  142,    0
   274,   921,18920708,  103,    0
   274,   921,18920709,  102,    0
   274,   921,18920710,  103,    0
   274,   921,18920711,  104,    0
   274,   921,18920712,   97,    0
   274,   921,18920713,  109,    0
   274,   921,18920714,  108,    0
   274,   921,18920715,   92,    0
   274,   921,18920716,  111,    0
   274,   921,18920717,   97,    0
   274,   921,18920718,   94,    0
   274,   921,18920719,   77,    0
   274,   921,18920720,  105,    0
   274,   921,18920721,   58,    0
   274,   921,18920722,   78,    0
   274,   921,18920723,  111,    0
   274,   921,18920724,  106,    0
   274,   921,18920725,   92,    0
   274,   921,18920726,  114,    0
   274,   921,18920727,  114,    0
   274,   921,18920728,  112,    0
   274,   921,18920729,   88,    0
   274,   921,18920730,   94,    0
   274,   921,18920731,  114,    0
   274,   921,18920801,  143,    0
   274,   921,18920802,   92,    0
   274,   921,18920803,  123,    0
   274,   921,18920804,  112,    0
   274,   921,18920805,   59,    0
   274,   921,18920806,  121,    0
   274,   921,18920807,  139,    0
   274,   921,18920808,  132,    0
   274,   921,18920809,  116,    0
   274,   921,18920810,   77,    0
   274,   921,18920811,   36,    0
   274,   921,18920812,  111,    0
   274,   921,18920813,  114,    0
   274,   921,18920814,  128,    0
   274,   921,18920815,  133,    0
   274,   921,18920816,  110,    0
   274,   921,18920817,  139,    0
   274,   921,18920818,  131,    0
   274,   921,18920819,  153,    0
   274,   921,18920820,   95,    0
   274,   921,18920821,  111,    0
   274,   921,18920822,   83,    0
   274,   921,18920823,   99,    0
   274,   921,18920824,  150,    0
   274,   921,18920825,  124,    0
   274,   921,18920826,  117,    0
   274,   921,18920827,  117,    0
   274,   921,18920828,  109,    0
   274,   921,18920829,  108,    0
   274,   921,18920830,  151,    0
   274,   921,18920831,  117,    0
   274,   921,18920901,   97,    0
   274,   921,18920902,  128,    0
   274,   921,18920903,   77,    0
   274,   921,18920904,   83,    0
   274,   921,18920905,   65,    0
   274,   921,18920906,   72,    0
   274,   921,18920907,  108,    0
   274,   921,18920908,   50,    0
   274,   921,18920909,   62,    0
   274,   921,18920910,  125,    0
   274,   921,18920911,   99,    0
   274,   921,18920912,  144,    0
   274,   921,18920913,  131,    0
   274,   921,18920914,   58,    0
   274,   921,18920915,   63,    0
   274,   921,18920916,  107,    0
   274,   921,18920917,   50,    0
   274,   921,18920918,   17,    0
   274,   921,18920919,   96,    0
   274,   921,18920920,  131,    0
   274,   921,18920921,  119,    0
   274,   921,18920922,  107,    0
   274,   921,18920923,  109,    0
   274,   921,18920924,  110,    0
   274,   921,18920925,   69,    0
   274,   921,18920926,   71,    0
   274,   921,18920927,  104,    0
   274,   921,18920928,   73,    0
   274,   921,18920929,   61,    0
   274,   921,18920930,   82,    0
   274,   921,18921001,   53,    0
   274,   921,18921002,   51,    0
   274,   921,18921003,   46,    0
   274,   921,18921004,   64,    0
   274,   921,18921005,   62,    0
   274,   921,18921006,   61,    0
   274,   921,18921007,   71,    0
   274,   921,18921008,   57,    0
   274,   921,18921009,   55,    0
   274,   921,18921010,   64,    0
   274,   921,18921011,   12,    0
   274,   921,18921012,   32,    0
   274,   921,18921013,   66,    0
   274,   921,18921014,   78,    0
   274,   921,18921015,   33,    0
   274,   921,18921016,   49,    0
   274,   921,18921017,   23,    0
   274,   921,18921018,    5,    0
   274,   921,18921019,  -14,    0
   274,   921,18921020,   22,    0
   274,   921,18921021,   39,    0
   274,   921,18921022,   21,    0
   274,   921,18921023,   -2,    0
   274,   921,18921024,   -7,    0
   274,   921,18921025,   18,    0
   274,   921,18921026,  -40,    0
   274,   921,18921027,   50,    0
   274,   921,18921028,  118,    0
   274,   921,18921029,   99,    0
   274,   921,18921030,    8,    0
   274,   921,18921031,   54,    0
   274,   921,18921101,   -2,    0
   274,   921,18921102,  -29,    0
   274,   921,18921103,   58,    0
   274,   921,18921104,   66,    0
   274,   921,18921105,   92,    0
   274,   921,18921106,   63,    0
   274,   921,18921107,    7,    0
   274,   921,18921108,  -23,    0
   274,   921,18921109,   38,    0
   274,   921,18921110,   21,    0
   274,   921,18921111,   -1,    0
   274,   921,18921112,   64,    0
   274,   921,18921113,   86,    0
   274,   921,18921114,  108,    0
   274,   921,18921115,   88,    0
   274,   921,18921116,   76,    0
   274,   921,18921117,   41,    0
   274,   921,18921118,    6,    0
   274,   921,18921119,   -8,    0
   274,   921,18921120,   24,    0
   274,   921,18921121,  -11,    0
   274,   921,18921122,   42,    0
   274,   921,18921123,   42,    0
   274,   921,18921124,   31,    0
   274,   921,18921125,   31,    0
   274,   921,18921126,   51,    0
   274,   921,18921127,   38,    0
   274,   921,18921128,   72,    0
   274,   921,18921129,   51,    0
   274,   921,18921130,   14,    0
   274,   921,18921201,   17,    0
   274,   921,18921202,  -12,    0
   274,   921,18921203,   23,    0
   274,   921,18921204,   -6,    0
   274,   921,18921205,  -18,    0
   274,   921,18921206,  -22,    0
   274,   921,18921207,    4,    0
   274,   921,18921208,  -22,    0
   274,   921,18921209,   -4,    0
   274,   921,18921210,  -13,    0
   274,   921,18921211,   17,    0
   274,   921,18921212,   32,    0
   274,   921,18921213,    1,    0
   274,   921,18921214,    4,    0
   274,   921,18921215,   89,    0
   274,   921,18921216,   37,    0
   274,   921,18921217,   82,    0
   274,   921,18921218,   81,    0
   274,   921,18921219,   54,    0
   274,   921,18921220,   50,    0
   274,   921,18921221,   10,    0
   274,   921,18921222,  -22,    0
   274,   921,18921223,  -31,    0
   274,   921,18921224,  -44,    0
   274,   921,18921225,  -51,    0
   274,   921,18921226,  -66,    0
   274,   921,18921227, -102,    0
   274,   921,18921228,  -51,    0
   274,   921,18921229,  -74,    0
   274,   921,18921230,  -83,    0
   274,   921,18921231,  -52,    0
   274,   921,18930101,  -50,    0
   274,   921,18930102,  -62,    0
   274,   921,18930103,  -74,    0
   274,   921,18930104,  -76,    0
   274,   921,18930105, -106,    0
   274,   921,18930106,  -28,    0
   274,   921,18930107,  -29,    0
   274,   921,18930108,  -12,    0
   274,   921,18930109,    5,    0
   274,   921,18930110,   -1,    0
   274,   921,18930111,  -11,    0
   274,   921,18930112,    8,    0
   274,   921,18930113,   11,    0
   274,   921,18930114,   -5,    0
   274,   921,18930115,  -34,    0
   274,   921,18930116,  -38,    0
   274,   921,18930117,   -1,    0
   274,   921,18930118,    0,    0
   274,   921,18930119,   14,    0
   274,   921,18930120,   31,    0
   274,   921,18930121,   18,    0
   274,   921,18930122,   44,    0
   274,   921,18930123,   39,    0
   274,   921,18930124,   58,    0
   274,   921,18930125,   23,    0
   274,   921,18930126,   26,    0
   274,   921,18930127,   -7,    0
   274,   921,18930128,   13,    0
   274,   921,18930129,   49,    0
   274,   921,18930130,   43,    0
   274,   921,18930131,   73,    0
   274,   921,18930201,   54,    0
   274,   921,18930202,   47,    0
   274,   921,18930203,   63,    0
   274,   921,18930204,   24,    0
   274,   921,18930205,    6,    0
   274,   921,18930206,  -28,    0
   274,   921,18930207,   29,    0
   274,   921,18930208,   24,    0
   274,   921,18930209,   22,    0
   274,   921,18930210,   46,    0
   274,   921,18930211,   37,    0
   274,   921,18930212,    8,    0
   274,   921,18930213,   14,    0
   274,   921,18930214,   58,    0
   274,   921,18930215,   22,    0
   274,   921,18930216,   41,    0
   274,   921,18930217,   14,    0
   274,   921,18930218,   43,    0
   274,   921,18930219,   83,    0
   274,   921,18930220,   36,    0
   274,   921,18930221,   47,    0
   274,   921,18930222,   12,    0
   274,   921,18930223,   -2,    0
   274,   921,18930224,  -11,    0
   274,   921,18930225,  -20,    0
   274,   921,18930226,   17,    0
   274,   921,18930227,    8,    0
   274,   921,18930228,   -6,    0
   274,   921,18930301,   23,    0
   274,   921,18930302,   68,    0
   274,   921,18930303,   59,    0
   274,   921,18930304,   70,    0
   274,   921,18930305,   49,    0
   274,   921,18930306,   48,    0
   274,   921,18930307,   26,    0
   274,   921,18930308,   40,    0
   274,   921,18930309,   23,    0
   274,   921,18930310,   32,    0
   274,   921,18930311,   -1,    0
   274,   921,18930312,   27,    0
   274,   921,18930313,    7,    0
   274,   921,18930314,   74,    0
   274,   921,18930315,   69,    0
   274,   921,18930316,   41,    0
   274,   921,18930317,   13,    0
   274,   921,18930318,    4,    0
   274,   921,18930319,  -49,    0
   274,   921,18930320,  -23,    0
   274,   921,18930321,  -30,    0
   274,   921,18930322,  -18,    0
   274,   921,18930323,  -12,    0
   274,   921,18930324,   -7,    0
   274,   921,18930325,  -11,    0
   274,   921,18930326,  -12,    0
   274,   921,18930327,   -3,    0
   274,   921,18930328,   -6,    0
   274,   921,18930329,   -8,    0
   274,   921,18930330,   14,    0
   274,   921,18930331,   21,    0
   274,   921,18930401,   27,    0
   274,   921,18930402,   43,    0
   274,   921,18930403,   10,    0
   274,   921,18930404,   11,    0
   274,   921,18930405,   34,    0
   274,   921,18930406,   57,    0
   274,   921,18930407,   13,    0
   274,   921,18930408,   39,    0
   274,   921,18930409,   31,    0
   274,   921,18930410,   24,    0
   274,   921,18930411,   43,    0
   274,   921,18930412,    5,    0
   274,   921,18930413,   -5,    0
   274,   921,18930414,  -29,    0
   274,   921,18930415,   10,    0
   274,   921,18930416,   25,    0
   274,   921,18930417,   76,    0
   274,   921,18930418,   49,    0
   274,   921,18930419,   54,    0
   274,   921,18930420,  109,    0
   274,   921,18930421,   82,    0
   274,   921,18930422,   70,    0
   274,   921,18930423,   49,    0
   274,   921,18930424,   60,    0
   274,   921,18930425,   64,    0
   274,   921,18930426,   56,    0
   274,   921,18930427,   42,    0
   274,   921,18930428,   36,    0
   274,   921,18930429,   55,    0
   274,   921,18930430,   33,    0
   274,   921,18930501,   66,    0
   274,   921,18930502,   72,    0
   274,   921,18930503,   94,    0
   274,   921,18930504,   50,    0
   274,   921,18930505,   77,    0
   274,   921,18930506,   37,    0
   274,   921,18930507,   24,    0
   274,   921,18930508,   40,    0
   274,   921,18930509,   69,    0
   274,   921,18930510,   69,    0
   274,   921,18930511,   29,    0
   274,   921,18930512,   81,    0
   274,   921,18930513,   85,    0
   274,   921,18930514,   79,    0
   274,   921,18930515,  109,    0
   274,   921,18930516,   94,    0
   274,   921,18930517,   97,    0
   274,   921,18930518,   99,    0
   274,   921,18930519,  109,    0
   274,   921,18930520,  116,    0
   274,   921,18930521,   76,    0
   274,   921,18930522,   67,    0
   274,   921,18930523,   88,    0
   274,   921,18930524,   88,    0
   274,   921,18930525,   78,    0
   274,   921,18930526,   99,    0
   274,   921,18930527,   91,    0
   274,   921,18930528,   77,    0
   274,   921,18930529,  100,    0
   274,   921,18930530,   82,    0
   274,   921,18930531,   32,    0
   274,   921,18930601,   15,    0
   274,   921,18930602,   87,    0
   274,   921,18930603,   59,    0
   274,   921,18930604,   83,    0
   274,   921,18930605,  127,    0
   274,   921,18930606,  100,    0
   274,   921,18930607,  119,    0
   274,   921,18930608,   73,    0
   274,   921,18930609,   81,    0
   274,   921,18930610,   98,    0
   274,   921,18930611,   84,    0
   274,   921,18930612,   71,    0
   274,   921,18930613,   91,    0
   274,   921,18930614,   99,    0
   274,   921,18930615,  125,    0
   274,   921,18930616,  112,    0
   274,   921,18930617,  135,    0
   274,   921,18930618,  136,    0
   274,   921,18930619,  126,    0
   274,   921,18930620,  134,    0
   274,   921,18930621,  121,    0
   274,   921,18930622,  115,    0
   274,   921,18930623,  117,    0
   274,   921,18930624,   93,    0
   274,   921,18930625,   88,    0
   274,   921,18930626,   83,    0
   274,   921,18930627,  141,    0
   274,   921,18930628,  146,    0
   274,   921,18930629,  132,    0
   274,   921,18930630,   71,    0
   274,   921,18930701,  104,    0
   274,   921,18930702,  120,    0
   274,   921,18930703,  153,    0
   274,   921,18930704,  110,    0
   274,   921,18930705,  114,    0
   274,   921,18930706,  115,    0
   274,   921,18930707,  137,    0
   274,   921,18930708,  169,    0
   274,   921,18930709,  127,    0
   274,   921,18930710,  133,    0
   274,   921,18930711,  133,    0
   274,   921,18930712,  121,    0
   274,   921,18930713,  138,    0
   274,   921,18930714,  119,    0
   274,   921,18930715,  112,    0
   274,   921,18930716,  128,    0
   274,   921,18930717,  128,    0
   274,   921,18930718,   92,    0
   274,   921,18930719,  132,    0
   274,   921,18930720,  140,    0
   274,   921,18930721,  127,    0
   274,   921,18930722,  114,    0
   274,   921,18930723,  109,    0
   274,   921,18930724,  153,    0
   274,   921,18930725,  134,    0
   274,   921,18930726,  128,    0
   274,   921,18930727,  121,    0
   274,   921,18930728,  102,    0
   274,   921,18930729,  143,    0
   274,   921,18930730,  125,    0
   274,   921,18930731,  101,    0
   274,   921,18930801,   77,    0
   274,   921,18930802,  142,    0
   274,   921,18930803,  129,    0
   274,   921,18930804,  143,    0
   274,   921,18930805,  121,    0
   274,   921,18930806,   77,    0
   274,   921,18930807,  128,    0
   274,   921,18930808,  133,    0
   274,   921,18930809,  147,    0
   274,   921,18930810,  169,    0
   274,   921,18930811,  162,    0
   274,   921,18930812,  177,    0
   274,   921,18930813,  156,    0
   274,   921,18930814,  172,    0
   274,   921,18930815,  152,    0
   274,   921,18930816,  154,    0
   274,   921,18930817,  143,    0
   274,   921,18930818,  200,    0
   274,   921,18930819,  159,    0
   274,   921,18930820,  150,    0
   274,   921,18930821,  158,    0
   274,   921,18930822,  121,    0
   274,   921,18930823,  121,    0
   274,   921,18930824,  112,    0
   274,   921,18930825,   99,    0
   274,   921,18930826,   77,    0
   274,   921,18930827,   90,    0
   274,   921,18930828,   60,    0
   274,   921,18930829,   54,    0
   274,   921,18930830,  136,    0
   274,   921,18930831,  114,    0
   274,   921,18930901,  135,    0
   274,   921,18930902,  137,    0
   274,   921,18930903,   96,    0
   274,   921,18930904,   96,    0
   274,   921,18930905,   59,    0
   274,   921,18930906,  111,    0
   274,   921,18930907,  154,    0
   274,   921,18930908,  117,    0
   274,   921,18930909,  106,    0
   274,   921,18930910,   59,    0
   274,   921,18930911,   51,    0
   274,   921,18930912,   56,    0
   274,   921,18930913,   32,    0
   274,   921,18930914,  134,    0
   274,   921,18930915,   74,    0
   274,   921,18930916,   74,    0
   274,   921,18930917,   91,    0
   274,   921,18930918,  125,    0
   274,   921,18930919,  141,    0
   274,   921,18930920,   88,    0
   274,   921,18930921,   40,    0
   274,   921,18930922,   43,    0
   274,   921,18930923,   51,    0
   274,   921,18930924,   28,    0
   274,   921,18930925,   51,    0
   274,   921,18930926,   84,    0
   274,   921,18930927,  126,    0
   274,   921,18930928,   98,    0
   274,   921,18930929,  110,    0
   274,   921,18930930,   90,    0
   274,   921,18931001,   58,    0
   274,   921,18931002,   56,    0
   274,   921,18931003,   48,    0
   274,   921,18931004,   65,    0
   274,   921,18931005,   74,    0
   274,   921,18931006,   73,    0
   274,   921,18931007,   66,    0
   274,   921,18931008,   68,    0
   274,   921,18931009,   34,    0
   274,   921,18931010,   83,    0
   274,   921,18931011,   96,    0
   274,   921,18931012,   50,    0
   274,   921,18931013,   35,    0
   274,   921,18931014,  104,    0
   274,   921,18931015,  146,    0
   274,   921,18931016,  131,    0
   274,   921,18931017,  123,    0
   274,   921,18931018,   78,    0
   274,   921,18931019,   77,    0
   274,   921,18931020,   33,    0
   274,   921,18931021,  113,    0
   274,   921,18931022,   72,    0
   274,   921,18931023,   22,    0
   274,   921,18931024,   66,    0
   274,   921,18931025,   75,    0
   274,   921,18931026,   66,    0
   274,   921,18931027,   26,    0
   274,   921,18931028,   54,    0
   274,   921,18931029,   67,    0
   274,   921,18931030,    8,    0
   274,   921,18931031,  -20,    0
   274,   921,18931101,  -27,    0
   274,   921,18931102,   74,    0
   274,   921,18931103,   65,    0
   274,   921,18931104,   47,    0
   274,   921,18931105,  -17,    0
   274,   921,18931106,   -6,    0
   274,   921,18931107,   -7,    0
   274,   921,18931108,   -1,    0
   274,   921,18931109,   19,    0
   274,   921,18931110,   17,    0
   274,   921,18931111,   50,    0
   274,   921,18931112,    7,    0
   274,   921,18931113,  -13,    0
   274,   921,18931114,  -44,    0
   274,   921,18931115,   24,    0
   274,   921,18931116,   39,    0
   274,   921,18931117,   40,    0
   274,   921,18931118,  -19,    0
   274,   921,18931119,  -22,    0
   274,   921,18931120,   31,    0
   274,   921,18931121,   19,    0
   274,   921,18931122,   16,    0
   274,   921,18931123,  -21,    0
   274,   921,18931124,  -21,    0
   274,   921,18931125,   49,    0
   274,   921,18931126,   12,    0
   274,   921,18931127,  -27,    0
   274,   921,18931128,   66,    0
   274,   921,18931129,   86,    0
   274,   921,18931130,   73,    0
   274,   921,18931201,  -16,    0
   274,   921,18931202,  -58,    0
   274,   921,18931203,  -63,    0
   274,   921,18931204,   23,    0
   274,   921,18931205,    0,    0
   274,   921,18931206,   38,    0
   274,   921,18931207,   31,    0
   274,   921,18931208,   30,    0
   274,   921,18931209,   20,    0
   274,   921,18931210,    8,    0
   274,   921,18931211,   20,    0
   274,   921,18931212,    4,    0
   274,   921,18931213,   42,    0
   274,   921,18931214,   20,    0
   274,   921,18931215,    4,    0
   274,   921,18931216,   77,    0
   274,   921,18931217,   21,    0
   274,   921,18931218,   34,    0
   274,   921,18931219,   60,    0
   274,   921,18931220,   13,    0
   274,   921,18931221,   16,    0
   274,   921,18931222,   22,    0
   274,   921,18931223,   26,    0
   274,   921,18931224,   18,    0
   274,   921,18931225,   43,    0
   274,   921,18931226,   16,    0
   274,   921,18931227,   28,    0
   274,   921,18931228,    4,    0
   274,   921,18931229,   27,    0
   274,   921,18931230,  -42,    0
   274,   921,18931231,  -51,    0
   274,   921,18940101,   -2,    0
   274,   921,18940102,  -21,    0
   274,   921,18940103,  -43,    0
   274,   921,18940104,  -58,    1
   274,   921,18940105, -116,    0
   274,   921,18940106,  -98,    0
   274,   921,18940107,  -69,    0
   274,   921,18940108,  -72,    0
   274,   921,18940109,   18,    0
   274,   921,18940110,   17,    0
   274,   921,18940111,   64,    0
   274,   921,18940112,   65,    0
   274,   921,18940113,   60,    0
   274,   921,18940114,   64,    0
   274,   921,18940115,   18,    0
   274,   921,18940116,   67,    0
   274,   921,18940117,   68,    0
   274,   921,18940118,   54,    0
   274,   921,18940119,   37,    0
   274,   921,18940120,   64,    0
   274,   921,18940121,   40,    0
   274,   921,18940122,   27,    0
   274,   921,18940123,    1,    0
   274,   921,18940124,  -30,    0
   274,   921,18940125,   67,    0
   274,   921,18940126,   19,    0
   274,   921,18940127,   44,    0
   274,   921,18940128,   17,    0
   274,   921,18940129,   14,    0
   274,   921,18940130,   38,    0
   274,   921,18940131,   17,    0
   274,   921,18940201,    1,    0
   274,   921,18940202,   82,    0
   274,   921,18940203,   50,    0
   274,   921,18940204,   19,    0
   274,   921,18940205,   52,    0
   274,   921,18940206,   33,    0
   274,   921,18940207,  104,    0
   274,   921,18940208,   51,    0
   274,   921,18940209,   42,    0
   274,   921,18940210,   57,    0
   274,   921,18940211,   67,    0
   274,   921,18940212,   22,    0
   274,   921,18940213,    5,    0
   274,   921,18940214,  -11,    0
   274,   921,18940215,   31,    0
   274,   921,18940216,   36,    0
   274,   921,18940217,   33,    0
   274,   921,18940218,  -14,    0
   274,   921,18940219,  -50,    0
   274,   921,18940220,  -51,    0
   274,   921,18940221,  -51,    0
   274,   921,18940222,  -51,    0
   274,   921,18940223,  -24,    0
   274,   921,18940224,   24,    0
   274,   921,18940225,    5,    0
   274,   921,18940226,   80,    0
   274,   921,18940227,   43,    0
   274,   921,18940228,   23,    0
   274,   921,18940301,   32,    0
   274,   921,18940302,   30,    0
   274,   921,18940303,  -16,    0
   274,   921,18940304,   15,    0
   274,   921,18940305,   -3,    0
   274,   921,18940306,   48,    0
   274,   921,18940307,    8,    0
   274,   921,18940308,   47,    0
   274,   921,18940309,   33,    0
   274,   921,18940310,   58,    0
   274,   921,18940311,   53,    0
   274,   921,18940312,   28,    0
   274,   921,18940313,   34,    0
   274,   921,18940314,   19,    0
   274,   921,18940315,   24,    0
   274,   921,18940316,   -1,    0
   274,   921,18940317,  -12,    0
   274,   921,18940318,    4,    0
   274,   921,18940319,   12,    0
   274,   921,18940320,   72,    0
   274,   921,18940321,   58,    0
   274,   921,18940322,   19,    0
   274,   921,18940323,   17,    0
   274,   921,18940324,    8,    0
   274,   921,18940325,    9,    0
   274,   921,18940326,    2,    0
   274,   921,18940327,  -13,    0
   274,   921,18940328,    6,    0
   274,   921,18940329,   21,    0
   274,   921,18940330,   22,    0
   274,   921,18940331,   43,    0
   274,   921,18940401,   42,    0
   274,   921,18940402,   23,    0
   274,   921,18940403,   24,    0
   274,   921,18940404,   28,    0
   274,   921,18940405,   33,    0
   274,   921,18940406,   48,    0
   274,   921,18940407,   60,    0
   274,   921,18940408,   55,    0
   274,   921,18940409,   81,    0
   274,   921,18940410,   21,    0
   274,   921,18940411,   77,    0
   274,   921,18940412,   88,    0
   274,   921,18940413,   39,    0
   274,   921,18940414,   49,    0
   274,   921,18940415,   70,    0
   274,   921,18940416,   82,    0
   274,   921,18940417,   61,    0
   274,   921,18940418,   32,    0
   274,   921,18940419,   67,    0
   274,   921,18940420,   39,    0
   274,   921,18940421,   27,    0
   274,   921,18940422,    4,    0
   274,   921,18940423,   48,    0
   274,   921,18940424,   62,    0
   274,   921,18940425,   64,    0
   274,   921,18940426,   64,    0
   274,   921,18940427,   54,    0
   274,   921,18940428,   66,    0
   274,   921,18940429,   22,    0
   274,   921,18940430,   87,    0
   274,   921,18940501,   32,    0
   274,   921,18940502,   59,    0
   274,   921,18940503,   77,    0
   274,   921,18940504,   63,    0
   274,   921,18940505,   24,    0
   274,   921,18940506,   80,    0
   274,   921,18940507,   58,    0
   274,   921,18940508,   77,    0
   274,   921,18940509,   76,    0
   274,   921,18940510,   44,    0
   274,   921,18940511,   48,    0
   274,   921,18940512,   76,    0
   274,   921,18940513,   40,    0
   274,   921,18940514,   90,    0
   274,   921,18940515,   83,    0
   274,   921,18940516,  115,    0
   274,   921,18940517,   87,    0
   274,   921,18940518,   57,    0
   274,   921,18940519,   49,    0
   274,   921,18940520,   16,    0
   274,   921,18940521,   -7,    0
   274,   921,18940522,    0,    0
   274,   921,18940523,   49,    0
   274,   921,18940524,   55,    0
   274,   921,18940525,   34,    0
   274,   921,18940526,   58,    0
   274,   921,18940527,   58,    0
   274,   921,18940528,   28,    0
   274,   921,18940529,   34,    0
   274,   921,18940530,   32,    0
   274,   921,18940531,   44,    0
   274,   921,18940601,   48,    0
   274,   921,18940602,  106,    0
   274,   921,18940603,   99,    0
   274,   921,18940604,  127,    0
   274,   921,18940605,  108,    0
   274,   921,18940606,   88,    0
   274,   921,18940607,   72,    0
   274,   921,18940608,   76,    0
   274,   921,18940609,  107,    0
   274,   921,18940610,  116,    0
   274,   921,18940611,   83,    0
   274,   921,18940612,   72,    0
   274,   921,18940613,   81,    0
   274,   921,18940614,   67,    0
   274,   921,18940615,   99,    0
   274,   921,18940616,  108,    0
   274,   921,18940617,   95,    0
   274,   921,18940618,   98,    0
   274,   921,18940619,   59,    0
   274,   921,18940620,  116,    0
   274,   921,18940621,   77,    0
   274,   921,18940622,  125,    0
   274,   921,18940623,  130,    0
   274,   921,18940624,  138,    0
   274,   921,18940625,  106,    0
   274,   921,18940626,  149,    0
   274,   921,18940627,  108,    0
   274,   921,18940628,  104,    0
   274,   921,18940629,  117,    0
   274,   921,18940630,   93,    0
   274,   921,18940701,  116,    0
   274,   921,18940702,  168,    0
   274,   921,18940703,  119,    0
   274,   921,18940704,   88,    0
   274,   921,18940705,  102,    0
   274,   921,18940706,  117,    0
   274,   921,18940707,  127,    0
   274,   921,18940708,   98,    0
   274,   921,18940709,  112,    0
   274,   921,18940710,  120,    0
   274,   921,18940711,  119,    0
   274,   921,18940712,  111,    0
   274,   921,18940713,  114,    0
   274,   921,18940714,  104,    0
   274,   921,18940715,  117,    0
   274,   921,18940716,  110,    0
   274,   921,18940717,  128,    0
   274,   921,18940718,  122,    0
   274,   921,18940719,  119,    0
   274,   921,18940720,  116,    0
   274,   921,18940721,  120,    0
   274,   921,18940722,  108,    0
   274,   921,18940723,  121,    0
   274,   921,18940724,  133,    0
   274,   921,18940725,  158,    0
   274,   921,18940726,  117,    0
   274,   921,18940727,  104,    0
   274,   921,18940728,  123,    0
   274,   921,18940729,  127,    0
   274,   921,18940730,  138,    0
   274,   921,18940731,  138,    0
   274,   921,18940801,  138,    0
   274,   921,18940802,  119,    0
   274,   921,18940803,   99,    0
   274,   921,18940804,  113,    0
   274,   921,18940805,  118,    0
   274,   921,18940806,  123,    0
   274,   921,18940807,   97,    0
   274,   921,18940808,  137,    0
   274,   921,18940809,  124,    0
   274,   921,18940810,  123,    0
   274,   921,18940811,   87,    0
   274,   921,18940812,  117,    0
   274,   921,18940813,  133,    0
   274,   921,18940814,  140,    0
   274,   921,18940815,  124,    0
   274,   921,18940816,  106,    0
   274,   921,18940817,   76,    0
   274,   921,18940818,  106,    0
   274,   921,18940819,  104,    0
   274,   921,18940820,  108,    0
   274,   921,18940821,   63,    0
   274,   921,18940822,   92,    0
   274,   921,18940823,  119,    0
   274,   921,18940824,  112,    0
   274,   921,18940825,  117,    0
   274,   921,18940826,  135,    0
   274,   921,18940827,  100,    0
   274,   921,18940828,  123,    0
   274,   921,18940829,   88,    0
   274,   921,18940830,   71,    0
   274,   921,18940831,   83,    0
   274,   921,18940901,  118,    0
   274,   921,18940902,   83,    0
   274,   921,18940903,   97,    0
   274,   921,18940904,   49,    0
   274,   921,18940905,   43,    0
   274,   921,18940906,   50,    0
   274,   921,18940907,   61,    0
   274,   921,18940908,   87,    0
   274,   921,18940909,   88,    0
   274,   921,18940910,   69,    0
   274,   921,18940911,   54,    0
   274,   921,18940912,  113,    0
   274,   921,18940913,   74,    0
   274,   921,18940914,   82,    0
   274,   921,18940915,   93,    0
   274,   921,18940916,  111,    0
   274,   921,18940917,  101,    0
   274,   921,18940918,  116,    0
   274,   921,18940919,  111,    0
   274,   921,18940920,  112,    0
   274,   921,18940921,  107,    0
   274,   921,18940922,   87,    0
   274,   921,18940923,  111,    0
   274,   921,18940924,  122,    0
   274,   921,18940925,  112,    0
   274,   921,18940926,   82,    0
   274,   921,18940927,   50,    0
   274,   921,18940928,   21,    0
   274,   921,18940929,   22,    0
   274,   921,18940930,   50,    0
   274,   921,18941001,   69,    0
   274,   921,18941002,   44,    0
   274,   921,18941003,   59,    0
   274,   921,18941004,   88,    0
   274,   921,18941005,  106,    0
   274,   921,18941006,   94,    0
   274,   921,18941007,  108,    0
   274,   921,18941008,   49,    0
   274,   921,18941009,   67,    0
   274,   921,18941010,   98,    0
   274,   921,18941011,  137,    0
   274,   921,18941012,   98,    0
   274,   921,18941013,   58,    0
   274,   921,18941014,   57,    0
   274,   921,18941015,   31,    0
   274,   921,18941016,   44,    0
   274,   921,18941017,   46,    0
   274,   921,18941018,   53,    0
   274,   921,18941019,   49,    0
   274,   921,18941020,   37,    0
